Applicant_ID,Annual_Income,Applicant_Age,Work_Experience,Marital_Status,House_Ownership,Vehicle_Ownership(car),Occupation,Residence_City,Residence_State,Years_in_Current_Employment,Years_in_Current_Residence,Loan_Default_Risk
26368,1695214,44,9,single,rented,yes,Microbiologist,Dhanbad,Jharkhand,8,10,0
98748,2317886,39,15,single,rented,yes,Geologist,Raichur,Karnataka,3,13,0
24902,7781258,72,9,single,rented,no,Army_officer,South_Dumdum,West_Bengal,9,11,0
32595,2955958,35,17,single,rented,yes,Computer_operator,Amravati,Maharashtra,7,11,1
69689,3784689,39,7,married,rented,no,Graphic_Designer,Hajipur[31],Bihar,7,11,1
42481,6492131,24,1,single,rented,no,Fashion_Designer,Kolkata,West_Bengal,1,14,0
55383,7861257,39,7,single,rented,yes,Magistrate,Rampur,Uttar_Pradesh,7,11,0
87706,1923707,40,16,single,rented,no,Design_Engineer,Bellary,Karnataka,4,12,1
39862,2573344,70,10,single,norent_noown,no,Comedian,Belgaum,Karnataka,9,14,0
69850,2691866,49,17,single,rented,no,Surgeon,Mira-Bhayandar,Maharashtra,11,12,0
36219,3423010,74,3,single,rented,yes,Computer_hardware_engineer,Dehradun,Uttarakhand,3,10,0
6779,1848729,41,20,married,rented,no,Technology_specialist,Suryapet,Telangana,11,13,0
80636,7327980,43,4,single,rented,no,Geologist,Delhi_city,Delhi,4,13,0
50621,6798686,31,9,single,owned,no,Dentist,Hyderabad,Telangana,9,10,0
71116,8745080,55,18,single,rented,yes,Librarian,Erode[17],Tamil_Nadu,4,13,1
44428,7716276,50,16,single,rented,no,Army_officer,Bhusawal,Maharashtra,13,12,1
15558,1364478,33,2,single,rented,no,Official,Akola,Maharashtra,2,11,1
53936,8043880,57,12,single,rented,no,Financial_Analyst,Kollam,Kerala,8,10,0
81573,4145727,27,11,single,rented,no,Fashion_Designer,Panvel,Maharashtra,6,12,1
80417,370760,27,16,single,rented,no,Surveyor,Pali,Rajasthan,12,10,0
23539,243245,68,19,single,rented,no,Technology_specialist,Hapur,Uttar_Pradesh,14,12,0
37780,2408148,59,10,single,rented,no,Architect,Solapur,Maharashtra,7,11,0
60928,881669,57,20,single,rented,no,Physician,Chandigarh_city,Chandigarh,12,14,0
70129,1191020,31,15,married,rented,yes,Official,Allahabad,Uttar_Pradesh[5],5,10,0
13753,9837427,47,10,single,rented,yes,Financial_Analyst,Uluberia,West_Bengal,10,13,0
23845,4122315,31,14,single,owned,yes,Mechanical_engineer,Surat,Gujarat,10,11,0
47213,4430970,61,5,single,rented,yes,Economist,Jorhat,Assam,5,13,0
22887,2635606,59,8,single,rented,no,Physician,Khammam,Telangana,4,12,0
91082,7256900,55,9,single,rented,no,Hotel_Manager,Indore,Madhya_Pradesh,4,14,1
34243,4723808,35,0,single,rented,no,Comedian,Erode[17],Tamil_Nadu,0,13,0
92389,4140213,45,6,single,rented,no,Flight_attendant,Parbhani,Maharashtra,6,14,0
33221,9339198,67,14,married,rented,yes,Hotel_Manager,Guntakal,Andhra_Pradesh,11,14,0
86828,9516861,67,0,single,rented,no,Engineer,Dehri[30],Bihar,0,13,0
9599,1107270,35,16,single,rented,no,Drafter,Cuttack,Odisha,4,13,0
21963,8703835,21,11,single,rented,yes,Analyst,Nangloi_Jat,Delhi,11,12,0
71007,215207,32,7,married,rented,no,Lawyer,Singrauli,Madhya_Pradesh,7,13,1
7105,8618183,74,6,single,rented,no,Comedian,Asansol,West_Bengal,3,11,0
64889,7187813,47,2,single,rented,no,Flight_attendant,Parbhani,Maharashtra,2,13,0
74439,9718890,56,13,single,norent_noown,no,Chef,Proddatur,Andhra_Pradesh,8,14,0
86105,1406166,56,8,single,rented,yes,Physician,Ratlam,Madhya_Pradesh,8,13,0
56205,1762916,68,16,single,rented,no,Geologist,Tinsukia,Assam,5,13,0
30547,2829146,63,7,single,rented,yes,Biomedical_Engineer,Darbhanga,Bihar,4,14,0
11745,8369359,49,7,single,rented,yes,Police_officer,Haridwar,Uttarakhand,7,13,0
76027,368667,48,2,married,rented,no,Computer_operator,Moradabad,Uttar_Pradesh,2,13,0
1390,8899778,21,6,single,rented,yes,Librarian,Warangal[11][12],Telangana,6,11,0
4355,6235492,68,6,single,norent_noown,no,Comedian,Jamalpur[36],Bihar,6,12,0
79434,5863246,38,9,single,rented,no,Graphic_Designer,Indore,Madhya_Pradesh,7,14,1
88508,1506859,30,11,single,rented,no,Surveyor,Raichur,Karnataka,5,10,0
59072,7263684,64,8,single,rented,no,Computer_operator,Arrah,Bihar,5,12,0
3549,4397222,25,13,single,rented,yes,Industrial_Engineer,Saharsa[29],Bihar,8,12,0
68431,3081814,32,12,single,owned,no,Aviator,Lucknow,Uttar_Pradesh,3,13,0
60142,931235,71,0,single,rented,no,Flight_attendant,Giridih,Jharkhand,0,13,0
51279,1612818,79,10,single,rented,no,Lawyer,Sonipat,Haryana,10,11,1
62278,9901401,43,14,single,rented,yes,Geologist,Khammam,Telangana,3,11,0
42785,8658161,79,13,single,rented,no,Politician,Ozhukarai,Puducherry,13,10,1
6758,3356354,52,9,single,rented,yes,Economist,Indore,Madhya_Pradesh,5,13,0
11242,8644938,26,11,married,rented,no,Architect,South_Dumdum,West_Bengal,9,10,0
74658,2893051,66,2,single,owned,no,Architect,Raiganj,West_Bengal,2,13,0
95429,4209616,55,8,single,rented,no,Chemical_engineer,Ahmedabad,Gujarat,6,11,0
46770,8924886,63,14,single,rented,no,Fashion_Designer,Rajkot,Gujarat,13,12,0
73976,4492240,69,16,single,rented,yes,Statistician,Serampore,West_Bengal,8,13,0
50280,978225,72,0,single,rented,yes,Industrial_Engineer,Salem,Tamil_Nadu,0,13,1
5459,5898669,32,9,married,rented,no,Firefighter,Aligarh,Uttar_Pradesh,6,13,1
84240,1739250,29,3,single,rented,no,Psychologist,Bhiwani,Haryana,3,11,0
52662,9603796,26,6,single,norent_noown,yes,Technician,Munger,Bihar,6,12,0
32111,8410820,34,15,single,rented,yes,Surveyor,Dindigul,Tamil_Nadu,13,11,0
68959,9878857,32,16,single,rented,yes,Chemical_engineer,Sirsa,Haryana,11,12,1
37548,3472273,78,1,single,rented,no,Air_traffic_controller,Dibrugarh,Assam,1,12,0
9782,2363864,59,9,single,rented,no,Police_officer,Chittoor[28],Andhra_Pradesh,4,10,0
89888,5456157,31,14,single,rented,no,Web_designer,Salem,Tamil_Nadu,9,14,0
1887,5423896,34,12,single,rented,no,Librarian,Uluberia,West_Bengal,5,12,0
76648,6381899,68,7,single,rented,yes,Financial_Analyst,Bahraich,Uttar_Pradesh,4,13,0
80803,4974476,43,18,single,rented,no,Army_officer,Ranchi,Jharkhand,3,10,0
92905,7876459,73,3,single,rented,yes,Design_Engineer,Visakhapatnam[4],Andhra_Pradesh,3,12,0
3042,4137087,25,11,single,rented,yes,Army_officer,Varanasi,Uttar_Pradesh,11,10,0
42710,2050096,42,1,single,rented,no,Technology_specialist,Bhalswa_Jahangir_Pur,Delhi,1,11,0
67873,158353,54,15,single,rented,no,Lawyer,Hospet,Karnataka,10,14,0
81711,9506949,49,14,single,rented,yes,Civil_servant,Bellary,Karnataka,13,11,0
78883,3603703,75,2,single,owned,no,Geologist,Hapur,Uttar_Pradesh,2,12,0
88629,8323780,62,8,single,rented,yes,Designer,Dhule,Maharashtra,5,14,0
82434,2284439,60,18,single,rented,no,Designer,South_Dumdum,West_Bengal,11,12,0
14026,3727264,30,15,single,owned,no,Civil_engineer,Kirari_Suleman_Nagar,Delhi,10,10,0
33601,4417332,24,20,single,rented,yes,Secretary,Erode[17],Tamil_Nadu,11,14,0
9632,743219,54,5,single,owned,no,Statistician,Haridwar,Uttarakhand,5,12,1
69029,5734542,32,12,single,rented,no,Software_Developer,Unnao,Uttar_Pradesh,5,13,0
3088,9094813,52,16,single,rented,no,Statistician,Nandyal,Andhra_Pradesh,14,11,0
48364,9633948,78,5,single,rented,no,Scientist,Pallavaram,Tamil_Nadu,5,14,1
267,9933885,65,12,single,rented,no,Comedian,Vasai-Virar,Maharashtra,4,11,0
81998,7921653,35,16,single,rented,no,Mechanical_engineer,Ichalkaranji,Maharashtra,6,14,0
29084,4691275,56,6,married,rented,no,Graphic_Designer,Ambattur,Tamil_Nadu,6,13,0
35793,4598010,55,9,single,rented,no,Lawyer,Sangli-Miraj_&_Kupwad,Maharashtra,3,12,0
73888,7984225,26,9,single,rented,no,Geologist,Kharagpur,West_Bengal,9,13,0
38645,4949796,51,16,single,rented,no,Secretary,Kolkata,West_Bengal,8,12,0
69072,2649521,69,14,single,rented,no,Analyst,Anantapur,Andhra_Pradesh,7,12,0
61678,9601652,60,4,married,rented,no,Aviator,Tadepalligudem,Andhra_Pradesh,4,11,0
62190,6384060,26,14,single,owned,no,Technician,Jamalpur[36],Bihar,5,11,0
67423,3859945,64,5,single,rented,no,Comedian,Kolhapur,Maharashtra,5,13,0
94990,5554480,25,19,single,rented,yes,Engineer,Saharsa[29],Bihar,12,10,0
78601,1970809,61,12,single,rented,no,Drafter,Sikar,Rajasthan,4,13,0
90142,5161711,52,0,married,rented,no,Surgeon,Munger,Bihar,0,12,0
13480,8717303,55,10,single,rented,no,Drafter,Dewas,Madhya_Pradesh,10,13,0
53595,1165459,25,6,single,rented,no,Technician,Srinagar,Jammu_and_Kashmir,3,14,0
95787,235563,48,5,married,rented,no,Flight_attendant,Katihar,Bihar,5,11,0
68645,1933767,44,15,single,rented,yes,Analyst,Ballia,Uttar_Pradesh,14,10,0
2505,3689673,43,11,single,rented,no,Librarian,Gurgaon,Haryana,11,13,0
25868,4301546,66,12,single,rented,yes,Analyst,Karawal_Nagar,Delhi,8,11,0
22532,7189375,60,12,single,rented,yes,Biomedical_Engineer,Motihari[34],Bihar,3,12,0
96516,5510241,78,14,single,rented,yes,Psychologist,Patiala,Punjab,11,11,0
32363,5909225,67,1,married,rented,no,Graphic_Designer,Vijayanagaram,Andhra_Pradesh,1,11,0
42438,4137042,23,17,single,rented,yes,Artist,Bahraich,Uttar_Pradesh,8,12,0
77290,371671,34,6,single,rented,no,Statistician,Kalyan-Dombivli,Maharashtra,6,12,0
61020,8901524,72,17,single,rented,no,Secretary,Panipat,Haryana,4,12,0
85073,6414837,40,3,single,rented,no,Geologist,Thrissur,Kerala,3,14,1
33049,960205,66,16,single,rented,no,Comedian,Vijayawada,Andhra_Pradesh,7,11,1
25895,7946836,35,16,single,rented,no,Computer_hardware_engineer,Pudukkottai,Tamil_Nadu,12,12,0
61741,6530407,54,2,single,rented,no,Engineer,Nadiad,Gujarat,2,11,0
93032,5810558,24,18,single,rented,no,Designer,Ratlam,Madhya_Pradesh,6,14,0
30924,1596742,79,15,single,norent_noown,no,Software_Developer,Buxar[37],Bihar,14,14,0
15622,2912105,21,14,married,rented,no,Petroleum_Engineer,Aurangabad,Maharashtra,5,12,0
81251,5046084,62,7,married,rented,yes,Technician,Shivpuri,Madhya_Pradesh,6,14,0
68415,6997215,39,9,single,owned,no,Chemical_engineer,Secunderabad,Telangana,4,14,0
98151,5307708,67,17,single,rented,no,Geologist,Arrah,Bihar,4,13,0
35227,7084312,72,19,single,rented,no,Biomedical_Engineer,Raebareli,Uttar_Pradesh,4,14,0
8980,2829317,46,13,single,rented,no,Physician,Parbhani,Maharashtra,7,11,0
85263,2838734,58,14,single,rented,no,Chef,Khandwa,Madhya_Pradesh,5,10,1
32059,4088739,77,20,single,rented,no,Analyst,Ahmednagar,Maharashtra,5,13,0
3958,499939,25,17,married,rented,yes,Chef,Bareilly,Uttar_Pradesh,9,14,0
24063,9495400,79,11,single,rented,yes,Petroleum_Engineer,Nandyal,Andhra_Pradesh,6,11,0
26457,90950,69,8,married,rented,yes,Microbiologist,Kulti,West_Bengal,8,10,0
37938,1126863,43,1,single,rented,no,Mechanical_engineer,Vijayanagaram,Andhra_Pradesh,1,11,0
25389,2871831,38,14,single,rented,no,Firefighter,Hajipur[31],Bihar,11,13,0
23145,5660425,55,3,single,rented,no,Hotel_Manager,Hosur,Tamil_Nadu,3,13,0
70697,4912024,63,20,single,rented,yes,Consultant,Raiganj,West_Bengal,4,14,0
48090,4609641,26,17,single,rented,no,Comedian,Satna,Madhya_Pradesh,9,10,1
90167,9904602,51,14,single,rented,no,Dentist,Rajpur_Sonarpur,West_Bengal,6,11,0
599,8056757,42,18,single,rented,no,Official,Unnao,Uttar_Pradesh,3,13,0
92023,9344382,38,14,single,rented,yes,Secretary,Khandwa,Madhya_Pradesh,12,14,0
41289,3693362,57,15,single,rented,no,Web_designer,Sangli-Miraj_&_Kupwad,Maharashtra,11,10,0
19305,754974,32,9,single,rented,no,Secretary,Hapur,Uttar_Pradesh,9,13,0
41807,8316469,40,11,single,rented,no,Civil_engineer,Imphal,Manipur,5,10,0
6569,3477314,61,14,single,rented,no,Magistrate,Proddatur,Andhra_Pradesh,5,12,0
47809,2557545,21,13,single,rented,yes,Web_designer,Sangli-Miraj_&_Kupwad,Maharashtra,6,14,0
71760,2317886,39,15,single,rented,yes,Geologist,Raichur,Karnataka,3,13,0
7480,6913078,38,14,married,rented,no,Aviator,Sirsa,Haryana,3,14,1
34449,9859799,70,1,single,rented,yes,Analyst,Pallavaram,Tamil_Nadu,1,11,0
7835,5751205,49,10,single,rented,yes,Financial_Analyst,Kolkata,West_Bengal,10,10,0
22650,5827839,43,1,single,rented,no,Computer_hardware_engineer,Ichalkaranji,Maharashtra,1,10,1
93047,3871972,26,10,single,rented,no,Engineer,Lucknow,Uttar_Pradesh,10,10,0
68531,9486727,70,16,single,rented,no,Mechanical_engineer,Bharatpur,Rajasthan,3,11,0
22583,3852642,23,11,single,rented,no,Chef,Ramagundam[27],Telangana,11,12,0
9259,9711256,61,7,single,rented,no,Technology_specialist,Kulti,West_Bengal,7,14,0
46075,2504515,51,14,single,rented,yes,Microbiologist,Mathura,Uttar_Pradesh,7,12,0
88036,2808193,58,17,single,rented,no,Comedian,Maheshtala,West_Bengal,10,11,0
12607,9574183,39,14,single,rented,yes,Police_officer,Varanasi,Uttar_Pradesh,8,12,0
31275,5692330,78,9,single,rented,no,Police_officer,Kurnool[18],Andhra_Pradesh,9,14,0
62924,3679248,74,6,single,rented,no,Surveyor,Baranagar,West_Bengal,6,11,0
55581,1568292,48,1,single,rented,no,Technology_specialist,Ozhukarai,Puducherry,1,14,0
1298,4887997,77,20,single,rented,no,Fashion_Designer,Madanapalle,Andhra_Pradesh,10,13,0
50455,1950787,53,12,married,rented,no,Technical_writer,Hazaribagh,Jharkhand,7,12,1
66589,291209,58,4,single,rented,yes,Air_traffic_controller,Pali,Rajasthan,4,14,1
28160,3333641,42,6,single,norent_noown,yes,Air_traffic_controller,Anand,Gujarat,6,10,0
41755,7334328,60,12,single,rented,no,Economist,Erode[17],Tamil_Nadu,9,11,1
6703,1077610,30,12,single,rented,no,Aviator,Chennai,Tamil_Nadu,9,11,0
57298,1731271,44,20,single,rented,no,Official,Bhimavaram,Andhra_Pradesh,8,12,0
78493,667366,26,8,single,rented,yes,Architect,Nandyal,Andhra_Pradesh,8,13,0
75842,6415225,54,13,single,rented,no,Flight_attendant,Firozabad,Uttar_Pradesh,3,13,0
37553,661426,64,7,single,rented,no,Magistrate,Guna,Madhya_Pradesh,7,13,0
74483,7449317,38,4,single,rented,yes,Petroleum_Engineer,Bhimavaram,Andhra_Pradesh,4,10,0
6518,8854489,36,18,single,rented,no,Design_Engineer,Panvel,Maharashtra,13,14,0
39398,8410806,31,13,single,rented,no,Civil_servant,Miryalaguda,Telangana,6,11,0
33805,8702383,76,20,single,rented,no,Surveyor,Mahbubnagar,Telangana,3,12,1
35107,6467283,65,13,single,rented,yes,Architect,Morena,Madhya_Pradesh,11,12,1
36326,2814526,31,18,single,rented,no,Air_traffic_controller,Mahbubnagar,Telangana,6,13,0
39058,6420146,57,19,single,rented,yes,Statistician,Ghaziabad,Uttar_Pradesh,9,13,0
40608,7802075,53,18,single,rented,no,Statistician,Ambattur,Tamil_Nadu,7,12,0
21908,4594450,79,14,single,rented,no,Microbiologist,Shimla,Himachal_Pradesh,14,11,0
97249,6097344,27,16,single,rented,yes,Statistician,Kottayam,Kerala,10,14,0
83189,8419034,70,12,single,rented,no,Hotel_Manager,Karawal_Nagar,Delhi,12,11,0
68091,4236914,47,15,married,rented,yes,Engineer,Baranagar,West_Bengal,10,11,1
55576,5674867,69,4,single,rented,yes,Firefighter,Jamnagar,Gujarat,3,10,0
13037,4844257,38,11,single,rented,yes,Designer,Ajmer,Rajasthan,4,14,0
90034,5124001,78,12,single,rented,no,Architect,Chittoor[28],Andhra_Pradesh,12,10,1
53662,273058,67,8,single,rented,no,Physician,Anantapur,Andhra_Pradesh,7,11,0
78116,363970,33,9,single,rented,no,Graphic_Designer,Tiruchirappalli[10],Tamil_Nadu,9,10,0
81911,2218507,68,17,single,rented,yes,Drafter,Vadodara,Gujarat,7,10,0
88788,859890,30,2,single,rented,yes,Mechanical_engineer,Bhavnagar,Gujarat,2,11,0
25503,1905929,66,20,single,rented,no,Chartered_Accountant,Aurangabad[39],Bihar,8,11,0
14819,651402,68,9,single,rented,yes,Artist,Gorakhpur,Uttar_Pradesh,9,13,0
16409,9984878,51,18,single,rented,yes,Comedian,Jammu[16],Jammu_and_Kashmir,8,12,0
58497,8110051,58,0,single,rented,yes,Industrial_Engineer,Bhalswa_Jahangir_Pur,Delhi,0,13,0
44491,4022242,69,17,single,rented,no,Magistrate,Panihati,West_Bengal,9,12,0
68059,3983496,76,1,single,rented,no,Statistician,Karawal_Nagar,Delhi,1,12,0
93048,652184,45,1,single,rented,no,Physician,Parbhani,Maharashtra,1,12,0
77675,3017006,32,4,single,rented,yes,Financial_Analyst,Sangli-Miraj_&_Kupwad,Maharashtra,4,11,0
38332,5890358,43,4,single,rented,no,Magistrate,Thiruvananthapuram,Kerala,4,13,0
70971,8030284,65,6,single,rented,no,Civil_engineer,Ghaziabad,Uttar_Pradesh,6,12,1
91688,5673314,56,1,single,rented,yes,Civil_servant,Malegaon,Maharashtra,1,12,0
82531,44231,54,13,married,rented,no,Chemical_engineer,Tirupati[21][22],Andhra_Pradesh,4,12,0
42572,7770002,25,3,single,owned,yes,Technology_specialist,Ambala,Haryana,3,13,0
24448,7596972,23,4,single,norent_noown,yes,Analyst,Nizamabad,Telangana,4,12,0
16197,6944134,59,5,single,owned,no,Graphic_Designer,Gulbarga,Karnataka,5,11,0
53424,7545693,50,14,single,rented,no,Engineer,Srinagar,Jammu_and_Kashmir,4,14,0
90680,7233894,37,9,single,rented,no,Army_officer,Karaikudi,Tamil_Nadu,3,12,0
67986,2030566,42,8,single,rented,no,Statistician,Bihar_Sharif,Bihar,4,14,0
30919,1400551,66,4,single,rented,yes,Official,Kochi,Kerala,4,11,0
35579,7141845,69,13,single,rented,no,Scientist,Bongaigaon,Assam,13,10,0
56476,7835117,40,3,single,rented,yes,Technical_writer,Guwahati,Assam,3,14,0
73329,1599131,68,4,married,owned,no,Microbiologist,Rajpur_Sonarpur,West_Bengal,4,11,0
22126,4370986,31,9,single,rented,no,Engineer,Mumbai,Maharashtra,4,12,0
70243,2408148,59,10,single,rented,no,Architect,Solapur,Maharashtra,7,11,0
68421,5787175,22,2,single,rented,no,Technology_specialist,Vadodara,Gujarat,2,14,0
47162,1698437,40,10,single,owned,yes,Magistrate,Bhopal,Madhya_Pradesh,10,11,0
19474,74741,59,14,single,rented,yes,Graphic_Designer,Vellore,Tamil_Nadu,6,11,0
43488,9910903,26,15,single,rented,yes,Consultant,Panihati,West_Bengal,3,11,0
37503,5697725,46,0,single,rented,no,Surveyor,Burhanpur,Madhya_Pradesh,0,11,0
37408,1169439,64,11,single,owned,yes,Design_Engineer,Durg,Chhattisgarh,4,13,0
4690,5250888,30,10,single,rented,no,Statistician,Raebareli,Uttar_Pradesh,10,13,1
80628,7809590,75,17,single,rented,no,Secretary,Asansol,West_Bengal,7,12,0
66344,8649314,67,9,single,rented,no,Financial_Analyst,Darbhanga,Bihar,9,12,0
63687,9591471,61,0,single,rented,no,Financial_Analyst,Jabalpur,Madhya_Pradesh,0,14,0
64474,4240357,58,2,single,rented,yes,Designer,Bangalore,Karnataka,2,12,0
9591,5282884,72,3,single,rented,no,Politician,Munger,Bihar,3,10,0
79741,4409735,54,2,single,rented,no,Fashion_Designer,Mirzapur,Uttar_Pradesh,2,10,1
60044,5831264,32,1,single,rented,no,Consultant,Tenali,Andhra_Pradesh,1,11,0
28316,9807280,37,0,single,rented,no,Analyst,Naihati,West_Bengal,0,13,0
51122,6885928,79,15,married,rented,no,Air_traffic_controller,Madhyamgram,West_Bengal,13,13,0
86584,233888,64,1,single,rented,no,Psychologist,Tumkur,Karnataka,1,10,1
4965,4665785,71,13,single,rented,no,Architect,Chapra,Bihar,3,12,1
91980,7814930,77,4,single,rented,yes,Surveyor,Haridwar,Uttarakhand,4,14,0
30275,4058831,68,10,single,rented,no,Technology_specialist,Vijayawada,Andhra_Pradesh,4,10,0
47645,6711469,43,19,single,rented,no,Surveyor,Coimbatore,Tamil_Nadu,6,12,0
52898,5692330,78,9,single,rented,no,Police_officer,Kurnool[18],Andhra_Pradesh,9,14,0
61028,3956822,65,5,single,rented,yes,Chemical_engineer,Surat,Gujarat,3,14,0
30351,3285395,72,19,single,rented,no,Artist,Kota[6],Rajasthan,13,12,0
11338,5885687,39,20,single,rented,no,Computer_hardware_engineer,Silchar,Assam,3,13,0
61420,4949034,22,16,single,rented,yes,Physician,Eluru[25],Andhra_Pradesh,14,12,0
5965,2737514,58,14,single,rented,no,Technician,Visakhapatnam[4],Andhra_Pradesh,13,10,0
97422,7583437,74,13,single,owned,yes,Web_designer,Etawah,Uttar_Pradesh,9,13,0
2852,6432481,72,3,single,rented,yes,Magistrate,Morbi,Gujarat,3,13,1
39864,3757777,24,20,single,rented,yes,Financial_Analyst,Chandigarh_city,Chandigarh,3,13,0
72187,6236454,22,16,single,owned,yes,Architect,Cuttack,Odisha,11,10,0
44612,8259435,64,15,single,rented,no,Technical_writer,Chapra,Bihar,4,10,0
47274,7887382,37,2,single,rented,no,Librarian,Howrah,West_Bengal,2,11,1
16972,5272729,28,17,single,rented,no,Computer_operator,Guwahati,Assam,12,10,0
69414,205482,49,4,single,rented,no,Technical_writer,Mangalore,Karnataka,4,11,0
20922,3254105,69,9,single,rented,no,Magistrate,Darbhanga,Bihar,6,13,0
60938,2989320,76,13,single,rented,no,Mechanical_engineer,Ludhiana,Punjab,9,14,0
80495,7876938,70,11,single,rented,no,Surveyor,Karawal_Nagar,Delhi,3,13,1
14116,750772,26,13,single,rented,no,Designer,Raiganj,West_Bengal,5,12,0
5247,2412895,60,13,single,rented,no,Civil_engineer,Anand,Gujarat,4,13,0
77554,5648251,48,2,single,rented,yes,Graphic_Designer,Bahraich,Uttar_Pradesh,2,13,0
26848,7126847,31,9,single,rented,no,Official,Jamalpur[36],Bihar,9,11,0
90321,8763038,72,13,single,rented,no,Technician,Thoothukudi,Tamil_Nadu,13,12,0
23414,6568495,31,5,single,rented,no,Comedian,Danapur,Bihar,5,10,0
27243,8739174,28,5,single,rented,no,Secretary,Dhanbad,Jharkhand,5,12,0
46790,5641705,23,6,single,rented,no,Design_Engineer,Noida,Uttar_Pradesh,6,11,0
47310,4420138,62,4,single,rented,yes,Design_Engineer,Ratlam,Madhya_Pradesh,4,10,0
53591,4260981,47,18,single,rented,no,Politician,Hindupur,Andhra_Pradesh,7,13,0
48836,9815414,26,5,single,rented,no,Chartered_Accountant,New_Delhi,Delhi,5,14,1
79858,3626972,78,7,single,rented,no,Aviator,Hindupur,Andhra_Pradesh,7,11,0
24240,1360053,47,9,single,rented,no,Software_Developer,Kharagpur,West_Bengal,4,11,1
87814,7310061,37,10,single,rented,no,Web_designer,Chandrapur,Maharashtra,6,11,1
1400,6430245,23,16,single,rented,yes,Comedian,Dhule,Maharashtra,11,11,0
84442,5478075,42,12,single,rented,no,Design_Engineer,Agartala,Tripura,7,13,0
89523,8947393,68,1,single,rented,yes,Civil_servant,Satna,Madhya_Pradesh,1,10,0
12587,7229092,78,9,single,rented,yes,Graphic_Designer,Anantapuram[24],Andhra_Pradesh,6,11,0
53132,9084072,22,10,single,rented,no,Technical_writer,Mysore[7][8][9],Karnataka,4,13,1
77246,9840980,67,20,married,norent_noown,no,Fashion_Designer,Naihati,West_Bengal,10,11,0
34734,1185318,40,3,single,rented,no,Secretary,Khammam,Telangana,3,10,0
93731,5783146,51,18,single,rented,no,Psychologist,Chittoor[28],Andhra_Pradesh,7,12,0
26169,6600394,66,10,single,rented,no,Chartered_Accountant,Pondicherry,Puducherry,5,10,0
60924,1806183,23,3,single,rented,no,Chemical_engineer,Gangtok,Sikkim,3,14,0
78147,3135789,75,1,single,rented,yes,Surveyor,Vadodara,Gujarat,1,11,0
1853,5924444,33,1,single,rented,no,Firefighter,Bardhaman,West_Bengal,1,12,1
75651,3208322,55,18,single,rented,no,Air_traffic_controller,Kottayam,Kerala,8,12,0
6449,249273,33,18,single,rented,no,Engineer,Amaravati,Andhra_Pradesh,9,14,0
20410,5591112,50,16,single,rented,no,Magistrate,Salem,Tamil_Nadu,9,11,0
90204,6103090,62,2,single,rented,yes,Chartered_Accountant,Hosur,Tamil_Nadu,2,13,0
49732,6396717,38,19,single,rented,no,Police_officer,Tirunelveli,Tamil_Nadu,9,12,0
47298,1364891,62,19,single,rented,yes,Lawyer,Mehsana,Gujarat,10,14,0
83258,9804758,66,4,single,rented,no,Magistrate,Arrah,Bihar,4,12,0
75755,412015,23,8,single,rented,no,Technical_writer,Gurgaon,Haryana,4,10,0
27080,412015,23,8,single,rented,no,Technical_writer,Gurgaon,Haryana,4,10,0
92549,1368608,65,13,single,rented,no,Civil_servant,Tiruvottiyur,Tamil_Nadu,5,14,0
40019,8771012,64,17,single,rented,no,Lawyer,Bikaner,Rajasthan,12,10,0
21432,6218391,55,20,single,rented,yes,Chartered_Accountant,Haldia,West_Bengal,5,13,0
52277,9851400,32,5,single,rented,yes,Chartered_Accountant,Bhiwandi,Maharashtra,4,13,0
2331,1601803,40,1,single,rented,no,Civil_engineer,Bettiah[33],Bihar,1,10,0
98303,8237019,76,8,single,rented,yes,Hotel_Manager,Unnao,Uttar_Pradesh,8,12,0
12533,9910826,79,8,single,rented,no,Architect,Kurnool[18],Andhra_Pradesh,8,10,0
17269,8143512,31,7,single,rented,no,Financial_Analyst,Thoothukudi,Tamil_Nadu,6,14,1
88872,632665,26,13,single,rented,no,Flight_attendant,Bhubaneswar,Odisha,9,10,0
36130,6676324,48,6,single,owned,yes,Mechanical_engineer,Vasai-Virar,Maharashtra,6,10,0
10162,4226644,43,10,single,rented,yes,Magistrate,Surat,Gujarat,4,14,0
2362,9932138,45,19,single,rented,no,Official,Vijayawada,Andhra_Pradesh,9,14,0
65665,2293119,46,11,single,rented,yes,Civil_servant,Arrah,Bihar,11,14,0
66839,1140203,50,18,single,rented,no,Architect,Kharagpur,West_Bengal,13,13,0
70307,8496659,59,12,single,rented,no,Army_officer,Karimnagar,Telangana,8,12,0
44795,2152981,77,14,single,rented,yes,Technician,Bally,West_Bengal,11,10,0
85221,9422918,77,11,single,rented,no,Secretary,Aurangabad,Maharashtra,9,13,1
1858,1337374,52,20,single,rented,yes,Army_officer,Morena,Madhya_Pradesh,9,12,0
81801,221597,30,12,single,rented,no,Librarian,Gandhinagar,Gujarat,12,10,0
95979,5993219,79,17,single,rented,yes,Biomedical_Engineer,Nagaon,Assam,4,12,0
3702,785016,36,16,single,rented,no,Economist,Hospet,Karnataka,7,12,0
67153,4485772,52,20,single,rented,no,Microbiologist,Nangloi_Jat,Delhi,6,10,0
42888,1697857,27,16,single,rented,no,Chemical_engineer,Moradabad,Uttar_Pradesh,14,10,0
33816,685679,35,10,single,rented,no,Biomedical_Engineer,Bharatpur,Rajasthan,10,11,0
